Data,BREW11,BCIC11,BDEF11,BMMT11,BBOI11,AGRI11,BBOV11,CORN11,BBSD11,FIXA11,IMBB11,B5MB11,BIEU39,CMDB11,DEBB11,SPXB11,SMAB11,XBOV11,CRPT11,DEFI11,BOVB11,GENB11,ESGB11,BITI11,GURU11,ELAS11,QDFI11,BOTZ39,BLBT39,BURA39,BITH11,ETHE11,HASH11,ALUG11,BDOM11,BLOK11,BNDX11,BTEK11,BXPO11,CHIP11,FOOD11,JOGO11,LFTS11,NFTS11,NTNS11,PEVC11,SCVB11,SVAL11,USDB11,USTK11,WRLD11,BTLT39,BIYT39,BOVA11,BIEM39,BIVB39,BIJR39,BITO39,BAER39,BIXN39,BIAU39,BHYG39,BLQD39,BRAX11,ECOO11,BACW39,BAAX39,BCHI39,BNDA39,BEWJ39,BIWM39,IVVB11,BIVE39,BDVY39,BSOX39,BSHV39,BSLV39,SMAL11,BGOV39,BIYE39,B5P211,DNAI11,REVE11,HTEK11,YDRO11,IB5M11,BOVV11,DIVO11,FIND11,GOVE11,IMAB11,MATB11,IRFM11,ISUS11,MILL11,SHOT11,SMAC11,SPXI11,TECK11,META11,NSDV11,NDIV11,IBOB11,PIBB11,QBTC11,QETH11,BOVS11,WEB311,ACWI11,XINA11,ESGD11,ESGE11,ESGU11,EURP11,BOVX11,XFIX11,NASD11,GOLD11,URET11,USAL11,UTEC11,TRIG11
2024-06-13,110.98,109.89,113.74,105.86,7.16,46.5,62.15,5.97,102.1,15.87,127.8,114.75,51.78,12.75,12.84,12.67,7.03,117.34,15.12,28.8,121.15,15.3,95.61,100.17,9.83,115.2,4.18,42.602481476,27.94659361,53.29405136,83.5,55.0,54.8,36.77,100.94,187.96,99.34,71.2,116.05,105.23,79.64,88.64,120.37,9.69,54.0,152.79,77.24,112.83,100.48,13.98,107.15,33.469558354,,116.18,47.46,73.19,71.01,63.43,35.94,14.85,58.41,51.453146941,57.73434076,99.85,,59.99,38.31,29.0,73.45,45.16,54.15,324.7,64.95,64.35,33.93,58.902488812,47.3,93.45,40.47080809,83.61,88.45,33.5,58.33,,37.67,109.3,121.79,85.7,115.7,52.2,97.73,52.47,82.34,32.9,64.35,13.88,49.05,316.2,77.81,44.2,111.49,104.5113052,97.67,209.88,22.43,13.32,92.09,32.62,12.49,5.88,9.96,7.99,10.92,11.96,12.1,11.68,14.65,13.0,9.55,12.34,18.38,34.05
2024-06-14,111.41,110.27,114.25,106.06,7.15,46.5,62.05,5.97,101.69,15.86,128.25,115.9,51.14,12.67,12.82,12.73,7.06,117.43,15.01,28.69,121.21,15.41,96.15,98.18,9.75,115.75,4.01,42.122903824,27.358559008,52.600634335,82.29,54.09,53.6,36.79,101.13,177.02,99.9,69.79,115.15,105.19,79.39,88.89,120.42,8.61,53.97,152.63,77.49,111.55,98.36,14.07,107.21,33.797496425,50.631529009,116.22,47.46,72.92,70.0,63.5,35.58,14.78,59.39,51.195683157,57.903154621,99.9,100.5,59.88,38.47,28.9,74.32,44.89,53.32,325.38,64.73,64.12,33.96,58.912405056,48.35,93.37,40.47080809,82.67,89.4,32.6,56.84,52.69,36.56,109.98,121.8,85.55,116.4,52.2,97.83,52.22,82.51,33.1,64.89,13.35,49.43,317.15,78.95,42.58,111.1,104.61074508,97.77,209.82,21.95,13.16,92.15,31.2,12.51,5.87,9.88,8.02,10.95,11.8,12.13,11.75,14.77,13.19,9.57,12.41,18.5,34.17
2024-06-17,110.11,109.2,112.51,105.25,7.19,46.12,61.98,5.99,101.45,15.88,128.15,116.2,51.6,12.5,12.81,12.91,7.0,116.91,14.98,29.85,120.72,15.61,94.89,100.94,9.75,115.24,4.31,42.762340694,27.478159266,52.610540292,82.75,55.9,54.88,36.98,100.16,183.36,100.4,69.42,114.08,107.08,80.07,89.51,120.45,8.71,53.96,154.41,76.38,113.17,98.7,14.37,108.71,33.598746079,50.760817926,115.74,47.85,74.58,71.59,64.71,36.2,15.12,59.58,51.750220537,58.091828938,99.56,100.02,60.68,38.83,29.29,75.11,45.26,54.26,330.1,65.7,64.69,34.83,59.249557348,48.51,93.0,40.888853821,83.22,88.6,32.68,58.49,,36.11,109.46,121.31,85.4,117.65,52.16,97.95,51.73,82.4,32.7,65.37,13.39,48.69,321.75,81.05,42.0,110.6,105.02839254,97.33,209.36,22.34,13.66,91.79,31.6,12.66,5.96,10.01,8.13,11.12,11.97,12.06,11.72,15.06,13.21,9.63,12.57,18.86,33.78
2024-06-18,110.63,109.56,113.4,105.9,7.27,46.34,62.04,5.98,102.09,15.86,128.2,116.1,52.4,12.72,12.83,13.1,6.99,117.43,14.4,28.3,121.27,15.71,95.36,98.58,9.76,115.35,4.02,43.052085526,27.747259847,53.987468385,80.67,54.7,53.2,37.9,100.42,169.87,100.91,68.69,115.86,108.06,80.32,90.14,120.4,9.86,53.97,155.24,76.76,113.44,99.3,14.54,109.4,34.135372014,51.3177548,116.12,48.63,74.6,71.26,64.66,36.04,,59.83,51.948269602,58.528758933,99.97,100.05,60.9,39.17,29.43,75.51,45.03,54.95,331.93,66.03,65.04,35.46,59.090897446,48.78,93.3,41.247178732,83.93,88.65,,57.7,52.2,,110.09,121.83,85.8,117.11,52.15,98.03,52.32,82.4,32.8,66.16,13.42,48.72,323.55,80.77,37.5,111.51,104.670409,97.54,210.34,21.7,13.16,92.15,29.38,12.76,5.98,10.08,8.22,11.18,12.08,12.13,11.69,15.1,13.3,9.7,12.65,18.99,33.6
2024-06-19,111.29,110.18,114.07,106.76,7.36,46.55,62.58,6.01,100.2,15.83,128.35,116.05,51.95,12.76,12.86,13.3,6.95,118.01,14.99,30.24,122.01,15.91,95.89,98.97,9.82,116.06,4.3,43.052085526,27.777159911,53.997374343,81.8,56.54,54.32,37.7,100.81,177.02,104.42,68.96,117.4,109.5,,91.59,120.55,7.92,54.0,,77.17,113.57,101.1,14.26,109.6,33.787558908,51.516660827,116.76,49.4,75.49,71.65,65.2,36.35,,60.2,,59.52178165,100.25,100.05,61.8,40.15,29.36,75.51,44.31,55.18,332.75,66.93,,,59.497463446,48.8,93.49,41.80457304,82.5,88.59,,,54.72,38.6,109.08,122.47,86.25,117.55,52.57,97.8,52.53,82.45,33.16,67.4,13.5,49.01,323.9,80.09,38.0,111.9,105.19744032,98.01,211.33,21.86,13.7,92.63,31.07,12.8,5.94,10.07,8.23,11.21,12.07,12.19,11.71,15.23,13.36,9.71,12.64,19.0,33.65
2024-06-20,111.52,110.55,114.05,107.78,7.37,46.78,62.67,5.9,102.94,15.96,128.35,115.85,,12.86,12.84,13.03,7.08,118.2,14.63,30.08,122.19,15.72,95.81,98.9,9.81,116.41,4.21,42.36269265,27.119358492,54.28464711,81.2,56.6,54.13,37.31,100.95,174.37,101.21,69.38,118.44,107.25,80.71,90.23,120.59,7.8,54.12,156.81,77.17,114.0,99.6,14.3,109.53,33.896871599,50.760817926,117.12,48.72,75.01,71.87,64.98,36.38,15.16,60.8,52.146318666,58.439386888,100.76,100.45,61.22,39.55,29.7,74.94,45.29,54.48,332.68,66.5,65.68,34.68,59.517295934,51.04,94.0,41.127737095,86.16,88.88,33.39,57.57,53.22,36.45,110.15,122.78,87.0,117.0,52.9,98.21,52.92,82.48,33.1,66.13,13.25,49.41,324.37,79.85,38.02,112.54,105.59519981,98.31,211.75,21.9,13.67,92.78,30.49,12.79,6.02,10.11,8.25,11.2,12.14,12.2,11.72,15.05,13.54,9.71,12.66,18.79,33.79
2024-06-21,112.35,110.99,115.61,108.6,7.38,47.41,62.95,6.0,103.09,15.9,128.7,116.35,51.99,12.97,12.87,13.12,7.06,119.11,14.55,29.28,123.12,15.51,96.66,97.32,9.83,117.24,4.12,42.042974215,26.910058041,53.244521572,80.45,56.6,53.96,37.3,101.82,172.34,100.94,71.07,119.16,106.48,80.55,89.59,120.64,7.75,54.47,155.13,78.17,113.68,99.3,14.17,108.84,33.896871599,51.009450459,118.02,48.56,74.55,71.6,64.74,36.6,15.08,62.0,52.146318666,58.389735753,101.55,101.43,61.23,39.31,29.25,74.55,45.05,54.57,330.85,66.35,65.78,34.05,59.695788324,49.0,94.39,41.048109337,85.49,88.99,33.86,58.39,53.45,36.38,110.08,123.63,87.64,117.83,53.09,98.36,53.14,82.62,33.44,66.18,13.37,49.69,322.46,79.06,39.5,113.33,106.59954251,99.23,213.26,21.73,13.65,93.47,29.95,12.71,5.94,10.02,8.21,11.15,12.0,12.28,11.74,14.95,13.29,9.71,12.59,18.64,34.08
2024-06-24,114.1,112.91,117.05,109.91,7.36,47.64,63.82,6.04,103.09,15.97,129.0,116.75,52.05,13.05,12.84,12.84,7.2,120.33,13.82,28.05,124.27,15.04,97.92,92.15,10.01,118.55,3.91,41.263660529,26.670857525,51.808157735,75.0,52.3,49.75,37.2,103.12,163.5,99.93,71.48,120.03,103.79,80.91,89.09,120.67,7.05,54.27,154.47,79.46,113.73,98.36,13.71,107.8,33.648433665,50.502240092,119.08,48.4,73.78,71.63,64.19,35.97,14.77,59.38,51.522464113,57.87336394,102.41,102.57,59.07,38.94,29.27,74.47,44.96,54.5,327.0,66.36,65.99,33.0,59.031399983,48.49,96.3,40.610156667,86.59,89.11,34.06,57.83,53.92,36.42,111.04,124.97,88.35,118.95,53.55,98.97,53.32,82.75,33.8,65.3,13.17,50.49,318.45,77.12,36.72,114.27,107.49450136,100.27,215.62,20.29,12.54,94.52,29.0,12.59,5.93,10.01,8.13,11.02,12.02,12.41,11.69,14.62,13.21,9.7,12.46,18.14,34.8
2024-06-25,113.78,112.68,116.55,110.14,7.38,47.97,63.66,6.06,104.3,15.95,128.75,115.8,52.34,13.03,12.89,13.05,7.21,120.03,14.14,29.75,124.15,15.55,97.72,94.02,9.9,118.43,4.17,41.963044606,26.571190643,51.877499437,78.08,54.38,52.4,38.0,103.19,175.81,101.13,71.76,120.07,105.9,80.9,90.75,120.73,7.5,54.29,155.82,79.39,113.53,99.57,14.15,109.24,34.045934358,51.23819239,118.9,48.64,74.6,71.63,64.86,36.08,15.09,59.7,52.086903947,58.489038024,102.15,102.57,61.32,39.23,29.23,75.37,46.0,54.6,332.0,66.43,66.08,33.5,59.646207105,48.0,96.0,41.207364853,87.13,89.21,34.37,58.05,54.6,36.2,110.35,124.62,88.2,118.8,53.58,98.43,53.16,83.99,33.65,66.36,13.08,50.32,323.65,79.15,37.8,113.65,106.98735801,100.02,215.2,21.25,13.26,94.25,31.27,12.76,5.92,10.13,8.19,11.18,12.1,12.4,11.74,14.97,13.28,9.65,12.63,18.58,34.85
2024-06-26,113.73,112.73,116.32,110.26,7.37,47.97,63.59,6.05,104.21,15.98,128.55,115.5,52.4,13.17,12.89,13.23,7.11,120.33,14.35,29.76,124.44,15.7,97.54,94.36,9.91,118.61,4.35,42.462604661,26.910058041,53.65066583,78.0,55.07,51.98,37.48,103.25,172.92,101.89,71.91,121.06,106.96,82.17,92.11,120.77,7.41,54.25,156.91,78.95,114.93,100.32,14.46,110.31,33.946559185,51.496770224,119.14,49.17,75.5,72.4,65.58,36.37,15.3,60.01,52.720660953,58.955758701,102.32,102.29,62.11,39.6,29.64,76.22,46.5,55.08,336.16,66.89,66.19,33.81,60.449422861,48.46,96.12,41.466155067,,89.23,34.54,58.71,54.94,36.41,110.3,124.92,88.3,118.2,53.5,98.25,53.9,82.64,33.66,67.41,13.37,50.18,327.75,81.53,39.26,114.0,107.1464618,100.07,215.98,20.84,13.44,94.48,30.68,12.89,6.0,10.18,8.27,11.32,12.14,12.43,11.75,15.17,13.32,9.75,12.8,18.85,34.57
2024-06-27,115.83,114.76,118.56,111.71,7.43,49.3,64.11,6.01,104.28,15.87,128.5,115.8,52.55,13.87,12.9,13.14,,121.92,14.6,30.6,126.14,15.72,99.53,95.2,10.09,120.2,4.31,42.4,27.18,54.19,78.26,55.7,52.75,37.78,104.62,182.49,101.67,72.19,123.67,107.2,81.64,91.9,120.78,7.45,54.28,157.25,81.45,115.25,100.2,14.37,110.3,34.125434497,51.61611384,120.8,49.1,75.51,,65.66,36.71,15.28,60.59,52.621636421,58.826665748,103.73,103.17,61.98,39.55,,76.96,46.4,55.65,336.25,66.39,66.57,33.62,60.231265495,47.91,97.8,41.456201598,,89.12,34.45,58.81,54.56,36.47,110.17,126.6,89.05,118.3,54.3,98.18,55.58,82.58,34.25,66.6,13.4,51.28,327.65,82.09,38.25,114.65,107.57405325,101.4,218.63,21.05,13.41,95.74,31.83,12.89,5.86,10.19,8.28,11.33,12.11,12.6,11.79,15.18,13.45,9.83,12.8,18.85,35.28
2024-06-28,114.62,113.5,117.45,111.28,7.4,48.8,64.38,6.05,105.32,15.87,128.05,115.15,52.8,13.6,12.91,13.33,7.31,121.53,14.61,30.45,125.73,15.66,98.34,95.32,10.12,119.81,4.26,42.84,27.0,53.75,78.24,55.44,52.68,38.66,103.73,181.25,103.08,73.21,123.31,109.68,82.62,93.58,120.86,7.55,54.12,159.43,80.48,118.08,101.22,14.54,111.76,34.731623054,,120.38,49.74,76.74,74.24,66.46,36.76,15.6,61.44,53.285100787,59.561502559,103.64,103.17,62.78,40.15,29.39,77.77,47.51,56.28,339.83,69.77,67.4,34.34,61.341884813,49.59,96.45,44.193405785,89.36,88.96,34.68,59.68,55.03,36.6,109.5,126.22,88.93,117.6,54.2,97.86,55.85,82.34,34.01,66.6,13.7,50.65,331.01,82.91,38.51,114.0,107.33539756,101.08,218.29,20.87,13.53,95.46,31.0,13.05,5.96,10.35,8.41,11.45,12.27,12.56,11.87,15.32,13.65,10.08,12.93,19.14,34.97
2024-07-01,114.82,113.43,118.08,111.22,7.47,49.66,64.77,6.12,105.0,15.82,127.75,114.75,53.77,13.79,12.91,13.53,7.28,122.32,14.65,31.0,126.39,16.05,98.65,100.35,10.01,120.27,4.13,43.44,27.48,54.65,82.45,57.3,55.0,38.57,103.53,189.97,103.98,74.34,125.06,111.2,82.71,93.51,120.94,7.33,53.99,160.12,80.9,118.04,101.89,14.93,113.2,33.729405224,52.258913281,121.08,50.35,77.33,74.62,66.62,37.05,15.62,62.17,53.501091263,59.527366891,104.28,103.72,63.62,40.75,29.75,79.35,47.78,56.34,344.9,68.22,68.12,34.83,61.385918784,50.48,96.35,41.909422035,89.2,88.72,34.91,60.4,55.34,,109.0,127.04,89.15,117.45,54.0,97.13,56.2,82.1,34.04,68.23,13.84,50.65,335.28,85.76,37.76,114.69,107.82265293,101.74,219.72,21.93,13.97,96.08,32.68,13.22,6.05,10.47,8.5,11.6,12.47,12.65,11.78,15.58,13.84,10.09,13.09,19.51,34.85
2024-07-02,114.74,113.49,117.8,111.93,7.42,49.66,64.97,6.14,105.08,15.82,127.45,113.7,53.65,13.84,12.9,13.64,7.25,122.39,14.72,30.7,126.56,16.24,98.53,99.14,10.22,120.0,4.21,44.0,,54.5,80.81,56.76,54.58,38.81,103.5,192.6,104.31,73.11,125.41,111.9,83.52,94.46,120.99,7.4,54.02,163.53,81.49,118.82,102.26,15.07,113.93,35.233137196,52.557820316,121.33,50.84,78.29,75.25,67.58,37.72,15.9,62.26,54.236296603,60.064904986,104.44,103.73,64.24,40.95,30.18,79.73,48.73,57.24,347.01,68.5,68.58,35.7,61.91296458,50.75,96.78,42.308179619,91.26,88.59,34.8,61.37,55.05,36.18,108.12,127.15,89.55,118.05,54.45,97.14,56.18,82.18,34.11,68.82,13.79,50.67,337.8,86.77,38.91,115.09,108.14086052,101.96,220.0,21.76,13.88,96.14,32.59,13.34,6.11,10.52,8.58,11.7,12.49,12.63,11.72,15.81,13.86,10.18,13.22,19.7,34.9
2024-07-03,116.28,115.23,119.0,112.46,7.51,49.9,65.48,6.18,106.26,15.94,128.1,115.25,54.04,13.89,12.91,13.6,7.36,123.24,14.43,29.18,127.39,16.1,99.89,93.8,10.39,120.88,4.02,43.64,,55.7,76.99,53.91,52.08,38.33,104.57,177.38,104.5,71.92,124.91,110.75,77.67,93.93,121.02,7.29,54.09,158.42,82.94,117.05,101.7,14.63,113.52,33.908658042,52.009824085,122.14,50.51,77.1,74.32,66.86,37.29,15.9,62.0,53.103682972,58.531925973,105.19,104.79,63.17,40.97,30.25,78.6,48.43,56.3,342.0,67.02,67.41,35.55,61.2566434,51.72,98.53,41.869546277,90.45,88.99,34.17,61.03,53.77,36.38,109.08,128.06,89.95,119.12,54.85,97.95,56.63,82.64,34.3,67.82,13.75,51.52,334.26,86.84,36.8,115.85,109.13525924,102.71,221.78,20.67,13.2,96.81,31.23,13.21,6.09,10.47,8.52,11.58,12.4,12.73,11.7,15.67,13.81,10.01,13.06,19.59,35.83
2024-07-04,118.11,117.25,120.37,113.17,7.59,50.28,65.42,6.26,104.87,15.95,128.9,115.8,53.15,13.63,12.91,13.54,7.57,123.73,13.72,28.24,127.9,16.02,,90.56,10.39,121.46,3.82,,,55.19,73.2,50.15,49.15,37.86,105.91,169.87,107.77,70.4,125.02,112.0,79.1,90.0,121.07,6.49,54.27,,85.17,115.35,102.0,14.48,114.4,34.267163678,51.71091705,122.62,48.8,76.5,73.65,66.87,36.89,15.9,61.23,53.739536238,61.488385499,105.52,105.14,63.07,40.5,29.61,78.61,47.08,56.04,337.92,67.0,,35.55,,50.92,100.63,41.869546277,87.54,89.38,,59.55,,34.6,110.39,128.59,90.4,119.4,55.2,98.4,56.52,82.8,34.92,66.32,13.7,52.74,329.9,86.0,37.6,116.45,109.38385892,102.92,221.7,20.0,12.64,97.19,29.0,13.12,5.95,10.33,8.43,11.42,12.2,12.77,11.79,15.51,13.66,9.87,12.88,19.31,36.89
2024-07-05,118.45,117.5,120.97,113.12,7.55,50.18,65.59,6.28,106.94,15.98,129.25,117.05,53.09,13.66,12.92,13.33,7.53,123.83,13.2,26.45,128.01,16.05,102.16,89.4,,122.13,3.53,42.8,27.26,53.8,70.81,48.2,47.66,37.51,106.83,162.31,101.09,70.76,124.38,109.3,80.42,92.51,121.14,6.47,54.32,157.4,86.11,113.62,99.64,14.71,111.38,33.639778815,51.212738659,122.7,49.8,76.16,71.98,65.99,36.19,15.6,61.68,52.656598643,58.830558248,105.62,104.88,62.53,40.32,29.14,77.37,47.73,54.75,338.51,66.1,65.68,34.89,60.103109206,52.08,101.5,41.191658385,86.0,89.26,32.85,59.75,53.06,35.16,111.0,128.6,90.21,119.51,55.25,98.35,55.78,83.02,34.95,67.21,13.53,53.22,329.55,86.49,33.55,116.25,109.41369088,103.2,222.08,19.6,12.1,97.28,28.38,13.03,5.9,10.32,8.44,11.41,12.29,12.78,11.85,15.53,13.7,9.86,12.9,19.32,37.45
2024-07-08,118.18,117.06,121.03,113.06,7.65,49.97,65.87,6.3,106.84,16.02,129.25,116.75,53.0,13.56,12.92,13.33,7.58,124.1,13.05,26.27,128.29,16.02,100.12,87.15,10.39,122.6,3.65,43.04,27.06,53.42,71.54,48.43,47.7,37.67,107.14,164.94,101.33,72.11,124.39,111.22,80.21,93.51,121.19,6.39,54.34,156.32,85.75,114.67,99.85,14.9,111.5,33.719446734,51.312374337,122.94,49.8,76.34,72.38,66.0,36.71,15.82,60.96,52.577116985,58.890284703,105.81,105.56,62.65,40.4,28.97,77.51,47.68,55.5,339.67,66.37,65.88,35.56,60.003666604,51.19,100.9,41.271409902,85.93,89.27,33.94,60.32,53.42,35.89,110.75,128.89,90.3,119.15,55.51,98.2,54.92,83.05,35.04,67.03,13.84,53.0,330.68,86.67,33.5,116.06,109.10223255,103.24,222.62,19.38,11.87,97.51,28.98,13.04,5.86,10.3,8.44,11.45,12.26,12.81,11.87,15.59,13.58,9.87,12.92,19.47,37.04
2024-07-09,119.01,117.89,121.89,113.26,7.5,50.05,66.3,6.29,107.22,16.07,129.25,116.8,52.02,13.56,12.98,13.12,7.55,124.64,13.37,26.03,128.86,15.71,103.16,88.27,10.5,122.97,3.73,,27.06,53.85,72.55,49.11,48.42,37.27,108.12,167.45,100.1,72.14,124.15,109.09,78.49,92.74,121.22,6.55,54.4,155.08,86.41,112.68,98.68,14.62,110.25,33.22152224,50.664742428,123.54,49.75,75.6,71.58,65.47,36.03,15.63,60.48,52.060486206,58.213384879,106.28,105.53,62.06,40.03,29.07,77.12,47.46,54.55,336.22,65.58,65.37,34.89,59.357289685,50.86,102.28,40.852714439,84.71,89.38,33.54,59.8,52.99,35.17,111.2,129.55,90.55,119.1,55.65,98.42,55.06,83.22,35.15,66.39,13.75,53.43,327.33,85.91,32.7,116.48,109.55133614,103.68,223.38,19.59,12.18,97.92,29.28,12.91,5.88,10.15,8.4,11.34,12.02,12.89,11.88,15.44,13.46,9.78,12.8,19.25,37.8
2024-07-10,119.24,118.16,121.96,113.57,7.48,50.14,66.15,6.25,107.45,16.16,129.85,117.75,52.4,13.49,12.93,13.31,,124.75,13.35,26.9,128.93,15.9,103.58,88.02,10.53,123.49,3.76,42.92,,55.15,71.53,49.7,48.3,37.54,108.27,170.0,100.36,72.4,123.83,110.51,78.41,93.3,121.27,6.49,54.51,158.06,86.19,113.96,98.79,14.78,111.33,33.360941099,50.873977352,123.5,49.89,76.5,71.54,65.49,35.95,15.85,60.66,52.100227035,58.342792198,106.45,106.49,62.46,40.22,28.94,76.9,48.23,54.45,339.65,66.0,65.84,35.92,59.407010986,50.75,102.0,40.673273526,84.77,89.51,33.87,60.38,53.5,35.65,111.9,129.52,90.72,120.5,55.7,98.85,54.76,83.45,35.3,66.02,13.94,53.35,330.38,86.45,32.7,117.0,110.03037997,103.87,223.45,19.3,12.15,98.02,29.07,13.03,5.83,10.3,8.46,11.45,12.17,12.9,11.88,15.59,13.49,9.86,12.93,19.5,37.61
2024-07-11,120.22,119.35,122.61,114.3,7.55,50.55,66.66,6.2,108.3,16.14,130.65,119.0,,13.55,12.94,13.24,7.76,125.78,14.0,27.1,130.06,15.72,104.59,86.36,10.6,124.8,3.84,43.12,27.65,56.81,72.2,49.75,48.46,38.86,109.45,168.42,101.15,75.33,125.37,110.17,80.8,94.95,121.33,6.55,54.53,161.48,87.59,119.12,99.89,14.57,111.8,33.560110896,51.39208288,124.57,50.53,76.39,74.9,66.31,36.39,15.66,62.12,52.239319937,58.979874386,107.19,107.67,62.71,40.85,29.69,77.46,48.39,57.56,338.5,67.23,67.68,35.01,59.794837137,52.22,102.82,41.221565204,86.27,89.67,34.99,59.71,54.76,37.29,112.35,130.68,91.65,121.31,56.12,99.65,55.2,83.52,35.7,65.9,14.22,54.1,329.75,84.03,33.2,118.41,111.47749155,104.84,225.25,19.42,12.15,98.86,28.6,13.05,5.99,10.36,8.56,11.41,12.28,12.99,11.89,15.33,13.8,10.14,12.88,19.24,38.18
2024-07-12,120.66,119.69,123.27,114.81,7.57,50.95,66.77,6.26,108.28,16.16,130.55,118.7,53.84,13.71,12.96,13.31,7.69,126.36,13.67,27.24,130.67,15.69,104.48,86.63,10.63,125.62,3.88,44.08,28.35,56.28,72.46,49.51,48.79,39.1,109.74,168.82,100.95,75.86,126.44,110.83,81.43,96.03,121.38,6.34,54.58,162.99,86.89,119.63,99.89,14.72,112.32,33.938533512,51.511645694,125.2,50.7,76.5,75.8,66.94,36.21,15.69,61.86,52.616857814,59.029646432,107.76,107.7,63.16,40.96,29.92,77.78,48.67,58.01,339.87,67.74,68.31,35.78,59.705338795,50.76,102.7,41.371099297,86.67,89.73,34.4,61.83,54.87,38.17,112.41,131.4,92.2,122.65,56.4,99.72,55.55,83.6,35.8,65.2,14.99,53.9,330.82,83.79,32.65,118.59,111.27788995,105.33,226.3,19.43,12.09,99.32,29.0,13.11,6.04,10.47,8.58,11.44,12.31,13.08,11.97,15.4,13.77,10.17,12.92,19.36,37.92
2024-07-15,120.85,120.24,122.73,115.03,7.6,51.2,67.29,6.3,108.86,16.13,130.45,118.5,53.35,13.83,12.98,13.4,7.74,126.77,14.75,29.21,131.1,15.69,105.16,94.9,10.7,125.86,4.15,43.72,27.69,56.0,79.18,54.6,53.46,39.4,109.83,187.32,101.3,76.74,127.67,111.65,81.39,95.78,121.43,6.89,54.58,165.3,87.49,121.29,99.76,14.92,112.51,33.530235427,51.342265041,125.72,50.25,79.81,77.0,66.87,36.71,15.6,62.31,52.746015509,58.830558248,108.18,108.69,63.24,40.45,29.32,77.86,48.42,59.16,341.44,67.86,68.24,35.22,59.705338795,51.0,103.4,42.128738706,,89.69,35.0,61.82,54.22,38.25,112.0,131.9,92.15,122.2,56.68,99.62,56.39,83.44,35.9,66.42,14.99,54.2,332.51,84.31,34.5,118.73,111.77689394,105.47,227.15,21.17,13.19,99.65,30.9,13.12,5.93,10.4,8.49,11.52,12.3,13.11,11.97,15.44,13.85,10.26,13.0,19.5,38.08
2024-07-16,120.73,119.98,122.88,115.22,7.59,51.04,67.05,6.25,109.0,16.16,130.55,118.15,52.77,13.75,12.98,13.45,7.73,126.57,14.8,29.3,130.89,15.6,105.05,96.22,10.63,125.58,4.2,43.92,27.81,55.2,81.2,55.2,54.4,39.78,109.71,191.94,101.44,78.14,127.21,112.51,82.42,95.69,121.47,7.1,54.65,168.3,87.59,125.9,99.91,14.9,113.02,34.10782784,51.561463533,125.37,50.35,77.36,78.91,66.78,37.32,15.62,63.3,52.835432375,59.716500665,107.79,108.77,63.14,40.41,29.2,77.82,48.77,61.16,342.76,68.58,68.85,35.36,59.486565068,51.92,103.35,41.211596264,88.03,89.72,34.65,62.63,53.94,39.52,112.15,131.45,92.7,123.02,56.67,99.7,56.4,83.44,35.9,66.74,16.02,54.3,333.45,83.77,36.17,119.3,112.14615689,105.37,226.8,21.7,13.29,99.5,32.37,13.17,5.91,10.43,8.52,11.58,12.31,13.07,12.01,15.43,14.1,10.37,13.04,19.5,38.08
2024-07-17,121.11,120.56,122.88,116.23,7.6,51.27,67.27,6.25,110.0,16.1,130.45,118.5,53.7,13.76,12.99,13.42,7.76,126.89,14.88,29.38,131.23,14.93,105.08,96.8,10.58,125.99,4.19,43.17,28.26,53.35,81.37,54.77,54.37,41.06,109.82,190.88,102.39,77.2,127.77,,84.25,95.33,121.51,7.23,54.6,167.01,88.0,127.25,101.27,14.49,112.9,34.376707066,51.960006246,125.82,50.17,77.0,80.0,66.99,37.33,15.1,63.58,53.173229423,59.547275709,108.3,109.15,63.35,40.25,29.19,78.45,48.97,61.16,341.3,69.7,70.58,33.84,60.113053467,50.7,103.25,41.55054021,90.08,89.7,35.02,61.6,54.31,39.42,112.25,131.85,93.15,123.85,,99.58,56.41,83.48,36.12,66.62,16.5,54.45,332.28,81.86,36.91,119.8,112.87470272,105.78,227.5,21.74,13.34,99.75,32.13,13.13,5.89,10.46,8.47,11.51,12.37,13.1,12.02,15.12,14.16,10.54,12.98,18.97,38.07
2024-07-18,118.54,118.12,120.05,114.66,7.57,49.97,66.3,6.25,108.35,16.05,129.05,117.2,53.7,13.5,12.98,13.47,7.56,125.15,14.6,29.3,129.41,15.26,102.67,97.16,10.44,124.31,4.19,43.52,28.28,52.93,81.2,55.65,54.4,40.81,107.8,188.0,104.11,76.84,124.42,108.0,84.95,95.49,121.56,6.9,54.42,170.86,85.34,127.41,102.55,14.71,113.89,34.715295722,52.517966045,124.02,50.26,77.45,79.96,67.79,37.6,15.28,64.38,54.196555774,60.02508735,106.73,107.47,63.59,40.63,29.52,79.88,49.09,60.89,344.9,70.44,71.24,33.97,61.356086003,50.68,100.3,42.338086438,92.0,89.49,35.48,62.21,55.5,39.38,111.79,130.01,91.92,122.3,55.93,99.25,55.53,83.14,35.34,66.73,15.14,52.8,335.85,83.0,36.63,118.1,111.17808915,104.15,224.7,21.72,13.33,98.38,32.67,13.26,5.95,10.53,8.56,11.64,12.5,12.93,12.01,15.32,14.32,10.65,13.11,19.22,36.93
