Data,ABGD39,SIVR39,BREW11,BCIC11,BDEF11,BMMT11,BBOI11,BDAP11,DOLA11,DVER11,AGRI11,BBOV11,CORN11,BBSD11,FIXA11,IMBB11,B5MB11,BICV39,BGWH39,BIEU39,BIPC39,BIUS39,BHEZ39,BHEW39,BXTC39,BGRT39,BIAG39,BCRB39,BCNY39,BEMV39,BTFL39,BFLO39,CMDB11,DEBB11,SPXB11,SMAB11,XBOV11,CRPT11,DEFI11,BOVB11,GENB11,SPYI11,ESGB11,BITI11,GURU11,ELAS11,QDFI11,BFTS39,BKYY39,BFDN39,BFXH39,BFPI39,BFCG39,BFTC39,BFDL39,BQCL39,BCIR39,BFDA39,BQQW39,BQTC39,BFBI39,BFTA39,BFPX39,BFVD39,QQQI11,TBIL39,BDRI39,BKCH39,BPOT39,BHIX39,BCTE39,BCLO39,BCPX39,BBUG39,BFNX39,BSNS39,BOTZ39,BGNO39,BLBT39,BMIL39,BLPA39,BLPX39,BCHQ39,BQYL39,BCAT39,BSIL39,BSOC39,BSDV39,BSRE39,BDVD39,BEDC39,BPVE39,BPFR39,BURA39,BPFV39,BHER39,BITH11,ETHE11,HASH11,BIYJ39,ALUG11,BDOM11,BLOK11,BNDX11,BTEK11,BXPO11,CHIP11,FOOD11,JOGO11,LFTS11,NFTS11,NTNS11,PEVC11,SCVB11,SVAL11,USBD11,USDB11,USTK11,WRLD11,BSGO39,BHYC39,BTLH39,BSHY39,BIGS39,BTLT39,BGOZ39,BIEI39,BIYT39,BQLT39,BSTI39,IBIT39,BOVA11,BFXI39,BAOA39,BAOK39,BAOR39,BHDV39,BAOM39,BIEF39,BIEM39,BIXU39,BIVB39,BIJH39,BIJR39,BITO39,BAGG39,BUSR39,BHEF39,BIHA39,BAER39,BIHF39,BFAV39,BUSM39,BMTU39,BQUA39,BSIZ39,BVLU39,BDVE39,BSUS39,BEAG39,ETHA39,BIEV39,BIET39,BFAL39,BIDN39,BGLC39,BICL39,BKXI39,BIXC39,BIXG39,BIXJ39,BIGF39,BIXN39,BIAU39,BCOM39,BHYG39,BLQD39,BRAX11,ECOO11,CSMO11,MOBI11,BIDV39,BIGO39,BIGL39,BMBB39,MILA11,BMRE39,BACW39,BAAX39,BEWA39,BEWZ39,BEWC39,BECH39,BCHI39,BEGD39,BEFG39,BEFA39,BSCZ39,BEFV39,BEGE39,BEMC39,BEEM39,BEZU39,BEUF39,BEWQ39,BEWG39,BVEG39,BCWV39,BPIC39,BSDG39,BEWH39,BNDA39,BEWJ39,BEWW39,BEPP39,BERU39,BKSA39,BEWY39,BEWP39,BEWL39,BEWT39,BEWU39,BEUW39,BEGU39,BUSA39,BURT39,BIBB39,BIGE39,BREZ39,BARY39,BIWF39,BIWM39,BOEF39,IVVB11,BIVW39,BIVE39,BILF39,BIJS39,BDVY39,BIDR39,BSOX39,BSHV39,BSLV39,SMAL11,BTIP39,BSUC39,BIYC39,BIYK39,BIFR39,BGOV39,BIYM39,BIYE39,BIYG39,BIYF39,BITB39,BIHI39,BIEO39,BIHE39,BIAT39,BIYW39,BIYP39,BUTL39,UTIP11,B5P211,DIVD11,DNAI11,REVE11,HTEK11,YDRO11,IB5M11,BOVV11,DIVO11,FIND11,GOVE11,IMAB11,MATB11,IRFM11,ISUS11,MILL11,SHOT11,SMAC11,SPXI11,TECK11,BBCN39,BBAJ39,BBER39,BBIL39,BBJP39,BBMR39,BBUS39,BMCE39,BPEM39,BJPI39,BPUS39,BPME39,BDRE39,BMOM39,BJQU39,BVLF39,BKBA39,BKWB39,META11,NSDV11,NDIV11,HIGH11,LVOL11,IBOB11,PIBB11,BHYS39,BSTP39,BLTP39,BZRO39,BIPZ39,BCRP39,BMFE39,QBTC11,QSOL11,QETH11,BOVS11,WEB311,TECB11,ACWI11,ASIA11,XINA11,EMEG11,ESGD11,ESGE11,ESGU11,EURP11,BOVX11,XFIX11,NASD11,GOLD11,XMAL11,URET11,USAL11,UTEC11,TRIG11,HYEM39,ANGV39,GDXB39,EMLC39,MOTB39,BUZZ39,SLXB39,PFXF39,BUSF39,BWCL39,BAGY39,BCHA39,BEME39,BEUR39,BJAP39,BEUA39,BLUZ39,BWOR39,BUFF39,BTWO39,BEQW39
2024-07-02,63.35,,114.74,113.49,117.8,111.93,7.42,10.5,,10.09,49.66,64.97,6.14,105.08,15.82,127.45,113.7,,65.34,53.65,,,,62.03,,44.11,,,48.29,54.13,,,13.84,12.9,13.64,7.25,122.39,14.72,30.7,126.56,16.24,113.53258972,98.53,99.14,10.22,120.0,4.21,,,,,,,,,,,,,,,,,,101.07970548,,44.12,,,,,,51.64,55.93,,,44.0,,,,68.788056997,72.323416228,,,,,,,,,,,,54.5,,30.17,80.81,56.76,54.58,,38.81,103.5,192.6,104.31,73.11,125.41,111.9,83.52,94.46,120.99,7.4,54.02,163.53,81.49,118.82,,102.26,15.07,113.93,,,,58.68184987,,35.233137196,,54.021286874,52.557820316,,,66.78,121.33,,,,,,,51.72,50.84,,78.29,16.53,75.25,67.58,,50.28,,87.84,37.72,,49.5,59.61,,65.04,,58.44,,,,,62.94,,,,,,68.62,,,65.32,68.95,15.9,62.26,52.9,54.236296603,60.064904986,104.44,103.73,,,,,,,,,64.24,40.95,45.71,,52.85,,30.18,,57.3,,,,47.95,,40.24,69.32,,54.4,57.54,,59.54,,,29.1,79.73,48.73,80.89,,,57.54,46.67,,54.26,51.41,65.53,,67.78,,56.21,51.2,,,94.85,84.22,57.24,75.99,347.01,67.06,68.5,,,68.58,,35.7,61.91296458,50.75,96.78,59.597753899,,93.42,20.5,,42.308179619,,91.26,18.88,36.18,,,,20.69,,24.8,,,,88.59,51.727000197,34.8,61.37,55.05,36.18,108.12,127.15,89.55,118.05,54.45,97.14,56.18,82.18,34.11,68.82,13.79,50.67,337.8,86.77,61.59,,,,,,,,65.49,,,,,,,,,,38.91,115.09,108.14086052,,,101.96,220.0,,,,,,,,21.76,,13.88,96.14,32.59,,13.34,,6.11,,10.52,8.58,11.7,12.49,12.63,11.72,15.81,13.86,,10.18,13.22,19.7,34.9,,,63.9,,,,,,,,,,,,,,,,,,
2024-07-03,,,116.28,115.23,119.0,112.46,7.51,10.52,,10.25,49.9,65.48,6.18,106.26,15.94,128.1,115.25,,64.68,54.04,,,,,,44.0,,,,,,,13.89,12.91,13.6,7.36,123.24,14.43,29.18,127.39,16.1,112.13216185,99.89,93.8,10.39,120.88,4.02,,,,,,,,,,,,,,,,,,100.53311766,,,,,,,,52.45,55.0,,,43.64,,,,68.165227507,72.114991397,,32.992162271,,37.28,,59.643482284,116.17603154,49.827833143,,,,55.7,,29.65,76.99,53.91,52.08,,38.33,104.57,177.38,104.5,71.92,124.91,110.75,77.67,93.93,121.02,7.29,54.09,158.42,82.94,117.05,,101.7,14.63,113.52,,,,,,33.908658042,,,52.009824085,,,64.02,122.14,,,,,,,51.22,50.51,,77.1,,74.32,66.86,,50.25,48.9,,37.29,,49.1,58.5,54.76,63.51,,,,,,,62.46,,,,,,,58.6,,63.38,67.35,15.9,62.0,50.9,53.103682972,58.531925973,105.19,104.79,,,51.8,,,,,,63.17,40.97,47.3,52.45,,,30.25,54.18,57.27,54.99,,49.81,47.85,,,70.0,,54.65,58.08,,,,,29.1,78.6,48.43,80.64,,,,47.35,,53.0,,,,65.9,,,50.75,,,93.96,83.02,56.3,75.5,342.0,65.57,67.02,,,67.41,,35.55,61.2566434,51.72,98.53,58.32421258,,92.79,20.28,,41.869546277,,90.45,,35.16,,8.82,,,,24.43,,,,88.99,51.806366518,34.17,61.03,53.77,36.38,109.08,128.06,89.95,119.12,54.85,97.95,56.63,82.64,34.3,67.82,13.75,51.52,334.26,86.84,62.46,,,,,,,,,,,,,,,,,,36.8,115.85,109.13525924,,,102.71,221.78,,,,,,,,20.67,,13.2,96.81,31.23,,13.21,,6.09,,10.47,8.52,11.58,12.4,12.73,11.7,15.67,13.81,,10.01,13.06,19.59,35.83,,,65.68,,,,,,,,,,,,,,,,,,
2024-07-04,,,118.11,117.25,120.37,113.17,7.59,10.57,,10.36,50.28,65.42,6.26,104.87,15.95,128.9,115.8,,64.08,53.15,,,,,,42.9,,,,53.5,,,13.63,12.91,13.54,7.57,123.73,13.72,28.24,127.9,16.02,112.62182194,,90.56,10.39,121.46,3.82,,,,,,,,,,,,,,,,,,101.52868834,,,,,,,,52.46,54.89,,,,,,,66.059470661,70.040668083,,32.577539047,,,,59.842293891,107.41328981,46.489368322,,,,55.19,,,73.2,50.15,49.15,,37.86,105.91,169.87,107.77,70.4,125.02,112.0,79.1,90.0,121.07,6.49,54.27,,85.17,115.35,,102.0,14.48,114.4,,,,55.773652287,,34.267163678,,,51.71091705,,,62.3,122.62,,,,,,,,48.8,,76.5,16.16,73.65,66.87,,,,,36.89,,,,,63.59,,,,,,,,,,,,,,,,62.98,,15.9,61.23,,53.739536238,61.488385499,105.52,105.14,,,,,,,,,63.07,40.5,45.81,,,,29.61,,,54.1,,,47.1,,39.4,,,53.93,57.22,,,,,,78.61,47.08,80.16,,,,,,,,,,66.0,,,,,,,,56.04,,337.92,65.7,67.0,,,,,35.55,,50.92,100.63,,,,,,41.869546277,,87.54,,,,,,20.19,,24.48,,,,89.38,52.193277337,,59.55,,34.6,110.39,128.59,90.4,119.4,55.2,98.4,56.52,82.8,34.92,66.32,13.7,52.74,329.9,86.0,,,,,,,,,,,,,,,,,,,37.6,116.45,109.38385892,,,102.92,221.7,,,,,,,,20.0,,12.64,97.19,29.0,,13.12,,5.95,,10.33,8.43,11.42,12.2,12.77,11.79,15.51,13.66,,9.87,12.88,19.31,36.89,,,,,,,,,,,,,,,,,,,,,
2024-07-05,,,118.45,117.5,120.97,113.12,7.55,10.59,,10.5,50.18,65.59,6.28,106.94,15.98,129.25,117.05,,63.18,53.09,,,,60.76,,,,,,53.1,,,13.66,12.92,13.33,7.53,123.83,13.2,26.45,128.01,16.05,110.26166028,102.16,89.4,,122.13,3.53,,,,,,,,,,,,,,,,,,98.727425746,,,,,,,,52.7,,,,42.8,,27.26,,66.484576503,69.911643187,,32.251763656,,36.68,,60.090808401,107.89125754,46.638851822,,,,53.8,,29.49,70.81,48.2,47.66,,37.51,106.83,162.31,101.09,70.76,124.38,109.3,80.42,92.51,121.14,6.47,54.32,157.4,86.11,113.62,,99.64,14.71,111.38,,,,55.464905283,,33.639778815,,,51.212738659,,,59.05,122.7,,,,,,,50.74,49.8,,76.16,15.87,71.98,65.99,,,,,36.19,,,,54.14,63.15,,56.48,,,,,,,,,,37.5,,56.4,,63.02,66.95,15.6,61.68,,52.656598643,58.830558248,105.62,104.88,,,,,,,,,62.53,40.32,,51.55,,,29.14,,,,,49.6,46.9,,39.75,68.74,,53.59,57.04,,,,,27.57,77.37,47.73,78.4,59.75,,,46.95,,53.07,50.56,,,,,54.65,49.55,,,,,54.75,74.12,338.51,65.37,66.1,,,65.68,,34.89,60.103109206,52.08,101.5,,,92.86,,,41.191658385,,86.0,,34.54,,8.71,,,,24.32,,,,89.26,52.129850521,32.85,59.75,53.06,35.16,111.0,128.6,90.21,119.51,55.25,98.35,55.78,83.02,34.95,67.21,13.53,53.22,329.55,86.49,,,,,,,,,,,,,,,73.29,,,,33.55,116.25,109.41369088,,,103.2,222.08,,,,,,,,19.6,,12.1,97.28,28.38,,13.03,,5.9,,10.32,8.44,11.41,12.29,12.78,11.85,15.53,13.7,,9.86,12.9,19.32,37.45,,,66.06,,,,,,,,,,,,,,,,,,
2024-07-08,,,118.18,117.06,121.03,113.06,7.65,10.59,,10.39,49.97,65.87,6.3,106.84,16.02,129.25,116.75,,63.3,53.0,,,,60.72,,42.6,,,45.75,,,,13.56,12.92,13.33,7.58,124.1,13.05,26.27,128.29,16.02,110.66318156,100.12,87.15,10.39,122.6,3.65,,,,,,,,,,,,,,,,,,99.547307482,,,,,,,,,54.11,,,43.04,,27.06,,66.187991032,69.127568825,22.92,32.301123564,,36.3,,60.140511303,,46.29005699,,,,53.42,,29.47,71.54,48.43,47.7,65.26,37.67,107.14,164.94,101.33,72.11,124.39,111.22,80.21,93.51,121.19,6.39,54.34,156.32,85.75,114.67,,99.85,14.9,111.5,,,,55.594379833,,33.719446734,,,51.312374337,,,59.09,122.94,,,,,,,50.68,49.8,63.0,76.34,15.91,72.38,66.0,,48.9,,,36.71,,,57.72,54.46,63.15,,,,,,,,,47.715513284,,,37.48,,,,63.09,66.78,15.82,60.96,50.05,52.577116985,58.890284703,105.81,105.56,,,,,,,,,62.65,40.4,45.43,51.69,,,28.97,,56.92,,,49.41,47.0,,39.95,68.25,,52.95,,,,,,,77.51,47.68,79.9,,,,46.8,,,51.31,,,66.54,,54.75,50.37,,,,,55.5,74.61,339.67,65.59,66.37,46.35,,65.88,,35.56,60.003666604,51.19,100.9,58.224717165,,,,,41.271409902,,85.93,,34.64,,8.7,,,,24.52,,,,89.27,52.189781371,33.94,60.32,53.42,35.89,110.75,128.89,90.3,119.15,55.51,98.2,54.92,83.05,35.04,67.03,13.84,53.0,330.68,86.67,,,,,,,,,,,,,,,,,,,33.5,116.06,109.10223255,,,103.24,222.62,,,,,,,,19.38,,11.87,97.51,28.98,,13.04,,5.86,,10.3,8.44,11.45,12.26,12.81,11.87,15.59,13.58,,9.87,12.92,19.47,37.04,,,,,,,,,,,,,,,,,,,,,
2024-07-09,,,119.01,117.89,121.89,113.26,7.5,10.6,,10.46,50.05,66.3,6.29,107.22,16.07,129.25,116.8,,62.57,52.02,,,,60.55,,42.4,,,,52.51,54.628079165,,13.56,12.98,13.12,7.55,124.64,13.37,26.03,128.86,15.71,109.63489536,103.16,88.27,10.5,122.97,3.73,,,,,,,,,,,,,,,,,,98.09299345,,,,,,,,51.55,53.1,,,,,27.06,,,,,31.985220155,,36.12,,,,,,,,53.85,,,72.55,49.11,48.42,,37.27,108.12,167.45,100.1,72.14,124.15,109.09,78.49,92.74,121.22,6.55,54.4,155.08,86.41,112.68,,98.68,14.62,110.25,,,,55.435026541,,33.22152224,,,50.664742428,49.009525457,,60.29,123.54,,,,,,,49.84,49.75,62.5,75.6,,71.58,65.47,,48.6,47.65,82.48,36.03,,,,54.1,62.51,,56.6,,,,,,,,,,37.1,65.94,55.26,,62.73,65.99,15.63,60.48,49.2,52.060486206,58.213384879,106.28,105.53,,,,,,,,,62.06,40.03,45.07,,,,29.07,,55.96,,42.59,48.49,46.81,,39.62,,,,,,,,,27.25,77.12,47.46,79.98,,,57.5,46.53,,,,63.77,,66.24,,,,,,,82.36,54.55,73.98,336.22,64.97,65.58,,65.52,65.37,,34.89,59.357289685,50.86,102.28,57.687441921,,,19.66,,40.852714439,,84.71,,34.79,,,,,,24.2,,,,89.38,52.26968917,33.54,59.8,52.99,35.17,111.2,129.55,90.55,119.1,55.65,98.42,55.06,83.22,35.15,66.39,13.75,53.43,327.33,85.91,60.0,,,,,,,,,,,,,,,,,,32.7,116.48,109.55133614,,,103.68,223.38,,,,,,,,19.59,,12.18,97.92,29.28,,12.91,,5.88,,10.15,8.4,11.34,12.02,12.89,11.88,15.44,13.46,,9.78,12.8,19.25,37.8,,,,,,,,,,,,,,,,,,,,,
2024-07-10,61.38,,119.24,118.16,121.96,113.57,7.48,10.63,,10.63,50.14,66.15,6.25,107.45,16.16,129.85,117.75,,63.04,52.4,,,,61.2,,42.48,,,,52.6,,,13.49,12.93,13.31,,124.75,13.35,26.9,128.93,15.9,109.91889822,103.58,88.02,10.53,123.49,3.76,,,,,,,,,,,,,,,,,,98.581018293,,,,,,,,,,,,42.92,,,,65.584933906,69.127568825,,32.0148361,,37.28,,59.524195319,,,,64.58,,55.15,,29.82,71.53,49.7,48.3,64.2,37.54,108.27,170.0,100.36,72.4,123.83,110.51,78.41,93.3,121.27,6.49,54.51,158.06,86.19,113.96,,98.79,14.78,111.33,,,,55.076481633,,33.360941099,,51.848474967,50.873977352,,,59.34,123.5,28.53,,,,,,50.51,49.89,,76.5,,71.54,65.49,,48.6,,,35.95,,47.87,,53.95,62.81,,,,,,,,,,,,,,55.16,,63.16,,15.85,60.66,49.25,52.100227035,58.342792198,106.45,106.49,,,,,,,,,62.46,40.22,45.36,,51.43,,28.94,,,54.54,42.84,49.06,46.92,,,,,52.16,,,56.89,56.32,,27.4,76.9,48.23,81.42,,,55.38,46.47,,53.03,51.3,64.2,,,,54.05,50.69,,,,82.8,54.45,74.55,339.65,65.11,66.0,,,65.84,,35.92,59.407010986,50.75,102.0,,,,19.56,,40.673273526,,84.77,17.84,34.79,,8.56,,,,24.31,,,,89.51,52.489435618,33.87,60.38,53.5,35.65,111.9,129.52,90.72,120.5,55.7,98.85,54.76,83.45,35.3,66.02,13.94,53.35,330.38,86.45,,,,,,,,,,,,,,,,,,,32.7,117.0,110.03037997,,,103.87,223.45,49.979673246,,,,,,,19.3,,12.15,98.02,29.07,,13.03,,5.83,,10.3,8.46,11.45,12.17,12.9,11.88,15.59,13.49,,9.86,12.93,19.5,37.61,,,66.57,,,,,,,,,,,,,,,,,,
2024-07-11,,,120.22,119.35,122.61,114.3,7.55,10.65,,10.59,50.55,66.66,6.2,108.3,16.14,130.65,119.0,,63.87,,,,,,54.79,43.36,,,,,54.707596019,,13.55,12.94,13.24,7.76,125.78,14.0,27.1,130.06,15.72,109.95807102,104.59,86.36,10.6,124.8,3.84,,,,,,,,,,62.37,,,,,,,,98.668862764,,45.16,,,,,,51.7,,,,43.12,,27.65,,65.397096441,69.335993655,,32.143171859,,,,,,,,,,56.81,,,72.2,49.75,48.46,,38.86,109.45,168.42,101.15,75.33,125.37,110.17,80.8,94.95,121.33,6.55,54.53,161.48,87.59,119.12,,99.89,14.57,111.8,,,,55.604339414,,33.560110896,,,51.39208288,,,59.64,124.57,,,,,59.56,,51.08,50.53,,76.39,16.25,74.9,66.31,,50.14,,,36.39,,,,,62.86,,57.68,,,,,61.38,,,,,,,,,63.91,67.58,15.66,62.12,49.45,52.239319937,58.979874386,107.19,107.67,,,,,,,,,62.71,40.85,,,52.17,,29.69,,,55.04,,,47.68,,40.11,,,53.0,56.97,,,57.2,,,77.46,48.39,82.41,,,,46.73,59.21,53.85,51.75,65.03,,,,,52.52,,,,81.74,57.56,73.76,338.5,64.88,67.23,47.5,,67.68,,35.01,59.794837137,52.22,102.82,,,,,,41.221565204,,86.27,,,,,,,,24.06,,,,89.67,53.038801737,34.99,59.71,54.76,37.29,112.35,130.68,91.65,121.31,56.12,99.65,55.2,83.52,35.7,65.9,14.22,54.1,329.75,84.03,,,,,,,,,,,,,,,,,,,33.2,118.41,111.47749155,,,104.84,225.25,,,,,,,,19.42,,12.15,98.86,28.6,,13.05,,5.99,,10.36,8.56,11.41,12.28,12.99,11.89,15.33,13.8,,10.14,12.88,19.24,38.18,,,69.09,,,,,,,,,,,,,,,,,,
2024-07-12,62.99,,120.66,119.69,123.27,114.81,7.57,10.66,,,50.95,66.77,6.26,108.28,16.16,130.55,118.7,,64.42,53.84,,,,,55.55,44.31,,,46.62,,54.846750515,,13.71,12.96,13.31,7.69,126.36,13.67,27.24,130.67,15.69,110.28124669,104.48,86.63,10.63,125.62,3.88,,,,,,,,53.01,,62.64,,,,,,,,98.180837921,,,,,,,36.25,,,,,44.08,,28.35,,66.227535761,70.517067696,,32.172787804,,39.14,,61.333380948,,,,,,56.28,,,72.46,49.51,48.79,,39.1,109.74,168.82,100.95,75.86,126.44,110.83,81.43,96.03,121.38,6.34,54.58,162.99,86.89,119.63,,99.89,14.72,112.32,,,,,,33.938533512,,,51.511645694,,,59.71,125.2,,,,,,,51.61,50.7,,76.5,16.48,75.8,66.94,,50.4,,,36.21,,,,,63.6,,58.2,50.6,,,,,,,,,,,,,,68.15,15.69,61.86,,52.616857814,59.029646432,107.76,107.7,,,,,,,,,63.16,40.96,46.46,,52.52,,29.92,,,,,50.46,47.8,,40.39,69.61,,54.07,,,,,,,77.78,48.67,84.34,,,,46.86,59.91,54.07,51.7,65.59,,,,55.69,52.7,,,,81.84,58.01,74.2,339.87,65.42,67.74,48.15,,68.31,,35.78,59.705338795,50.76,102.7,,,,,,41.371099297,,86.67,18.31,35.56,,,,,,24.15,,,,89.73,53.048790212,34.4,61.83,54.87,38.17,112.41,131.4,92.2,122.65,56.4,99.72,55.55,83.6,35.8,65.2,14.99,53.9,330.82,83.79,,,,,,,,,,,,,,,,,,,32.65,118.59,111.27788995,,,105.33,226.3,,,,,,,,19.43,,12.09,99.32,29.0,,13.11,,6.04,,10.47,8.58,11.44,12.31,13.08,11.97,15.4,13.77,,10.17,12.92,19.36,37.92,,,,,,,,,,,,,,,,,,,,,
2024-07-15,,53.65,120.85,120.24,122.73,115.03,7.6,10.66,,10.73,51.2,67.29,6.3,108.86,16.13,130.45,118.5,,64.58,53.35,,,,,,44.32,,,,53.3,,,13.83,12.98,13.4,7.74,126.77,14.75,29.21,131.1,15.69,110.65338836,105.16,94.9,10.7,125.86,4.15,,,,,,,,53.5,,,,,,,,,,98.893354192,,,,,,,,51.37,55.15,,,43.72,,27.69,,66.089129208,70.378117808,23.14,32.21227573,,38.92,,,,,,,,56.0,,,79.18,54.6,53.46,,39.4,109.83,187.32,101.3,76.74,127.67,111.65,81.39,95.78,121.43,6.89,54.58,165.3,87.49,121.29,,99.76,14.92,112.51,,,,55.604339414,,33.530235427,,,51.342265041,,,66.1,125.72,,,,,,,51.21,50.25,63.45,79.81,16.6,77.0,66.87,,,,,36.71,,,,55.3,63.56,,,50.3,,,,61.28,,48.470379856,,,,,57.48,,65.0,,15.6,62.31,49.5,52.746015509,58.830558248,108.18,108.69,,,,,,,,,63.24,40.45,46.5,53.0,,,29.32,55.53,,,43.74,49.95,47.2,,40.1,,,,,,,,,,77.86,48.42,82.94,,,,,,,50.9,65.09,62.25,66.9,,55.62,52.85,,,,82.42,59.16,74.41,341.44,65.38,67.86,48.05,,68.24,,35.22,59.705338795,51.0,103.4,,,,,,42.128738706,,,,36.07,,,54.85,,,24.24,,,,89.69,53.388398359,35.0,61.82,54.22,38.25,112.0,131.9,92.15,122.2,56.68,99.62,56.39,83.44,35.9,66.42,14.99,54.2,332.51,84.31,,,,,,,,,,,,,,,74.0,,,,34.5,118.73,111.77689394,,,105.47,227.15,,,,,,,,21.17,,13.19,99.65,30.9,,13.12,,5.93,,10.4,8.49,11.52,12.3,13.11,11.97,15.44,13.85,,10.26,13.0,19.5,38.08,,,69.51,,,,,,,,,,,,,,,,,,
2024-07-16,,,120.73,119.98,122.88,115.22,7.59,10.67,,10.74,51.04,67.05,6.25,109.0,16.16,130.55,118.15,,65.31,52.77,,,,,55.38,44.15,,,,,,,13.75,12.98,13.45,7.73,126.57,14.8,29.3,130.89,15.6,110.90801161,105.05,96.22,10.63,125.58,4.2,,,,,,73.57,,,,,,,,,,,,98.180837921,,,,,,,,50.42,,,,43.92,,27.81,,,,,32.182659785,,,,61.850291128,,48.532309481,,,,55.2,,,81.2,55.2,54.4,68.11,39.78,109.71,191.94,101.44,78.14,127.21,112.51,82.42,95.69,121.47,7.1,54.65,168.3,87.59,125.9,,99.91,14.9,113.02,,,,55.176077441,,34.10782784,,52.875078758,51.561463533,,,67.0,125.37,,,,,60.6,,50.86,50.35,,77.36,,78.91,66.78,,51.35,,,37.32,,,,,63.67,,59.12,50.25,,,,61.0,,48.172406209,,,,,,,64.62,67.35,15.62,63.3,48.6,52.835432375,59.716500665,107.79,108.77,,,52.09,,,49.939417684,,,63.14,40.41,,52.98,52.54,,29.2,,,,43.96,,47.55,,,,,,,,,,,,77.82,48.77,82.74,,,,,,53.73,,,,,,55.08,53.48,,,,82.03,61.16,,342.76,65.24,68.58,,,68.85,,35.36,59.486565068,51.92,103.35,57.846634586,,,,,41.211596264,,88.03,,36.21,,,,20.86,,24.07,,61.15,,89.72,53.338455985,34.65,62.63,53.94,39.52,112.15,131.45,92.7,123.02,56.67,99.7,56.4,83.44,35.9,66.74,16.02,54.3,333.45,83.77,,,,,,,,,,,,,,,,,,,36.17,119.3,112.14615689,99.46,100.45,105.37,226.8,,,37.333583228,,,,,21.7,,13.29,99.5,32.37,,13.17,,5.91,,10.43,8.52,11.58,12.31,13.07,12.01,15.43,14.1,,10.37,13.04,19.5,38.08,,,69.02,,,,,,,,,,,,,,,,,,
2024-07-17,,,121.11,120.56,122.88,116.23,7.6,10.66,,10.75,51.27,67.27,6.25,110.0,16.1,130.45,118.5,,66.15,53.7,,,,,,45.22,,,,,55.065421865,,13.76,12.99,13.42,7.76,126.89,14.88,29.38,131.23,14.93,111.01573683,105.08,96.8,10.58,125.99,4.19,,,,,,,,,,,,,,,,,,97.565926619,,,,,,,,49.6,54.36,,,43.17,,28.26,,,,,,,39.43,,62.14850854,117.22158595,,,,,53.35,,,81.37,54.77,54.37,,41.06,109.82,190.88,102.39,77.2,127.77,,84.25,95.33,121.51,7.23,54.6,167.01,88.0,127.25,,101.27,14.49,112.9,,,,,,34.376707066,,52.875078758,51.960006246,,,67.35,125.82,,,,,,,51.51,50.17,,77.0,,80.0,66.99,,52.3,,,37.33,,,,53.2,63.35,,60.04,,,,,61.55,,,,,,,58.14,,,,15.1,63.58,,53.173229423,59.547275709,108.3,109.15,,,,,,,,,63.35,40.25,,53.0,,,29.19,,,,,50.6,47.02,,,,,,57.6,,,,,,78.45,48.97,82.19,61.44,,,,,55.25,51.0,65.34,,66.99,,55.57,53.95,,,94.32,80.54,61.16,74.27,341.3,63.98,69.7,,,70.58,,33.84,60.113053467,50.7,103.25,,,,20.36,,41.55054021,,90.08,,,,,,21.24,,23.56,,,,89.7,53.83787973,35.02,61.6,54.31,39.42,112.25,131.85,93.15,123.85,,99.58,56.41,83.48,36.12,66.62,16.5,54.45,332.28,81.86,,,,,,,,,,,,,,,,,,,36.91,119.8,112.87470272,99.39,100.5,105.78,227.5,,,,,,,,21.74,,13.34,99.75,32.13,,13.13,,5.89,,10.46,8.47,11.51,12.37,13.1,12.02,15.12,14.16,,10.54,12.98,18.97,38.07,,,70.42,,,,,,,,,,,,,,,,,,
